row,x
517,3
518,1
519,5
520,0
521,3
522,8
523,0
524,9
525,1
526,6
527,8
528,2
529,8
530,0
531,5
532,9
533,8
534,4
535,1
536,1
537,9
538,4
539,0
540,8
541,7
542,9
543,4
544,6
545,1
546,8
547,9
548,4
549,2
550,4
551,0
552,0
553,0
554,0
555,0
556,7
557,5
558,2
559,3
560,1
561,7
562,3
563,0
564,0
565,6
566,4
567,3
568,0
569,6
570,8
571,4
572,8
573,1
574,7
575,0
576,4
577,3
578,6
579,1
580,3
581,4
582,3
583,8
584,1
585,2
586,1
587,4
588,2
589,6
590,6
591,9
592,6
593,8
594,1
595,3
596,9
597,0
598,0
599,2
600,5
601,3
602,5
603,0
604,4
605,5
606,1
607,4
608,2
609,1
610,9
611,3
612,5
613,0
614,5
615,6
616,0
617,4
618,8
619,8
620,1
621,9
622,7
623,1
624,2
625,2
626,3
627,2
628,3
629,1
630,2
631,3
632,2
633,6
634,0
635,2
636,3
637,2
638,6
639,0
640,2
641,5
642,6
643,6
644,1
645,2
646,0
647,2
648,3
649,9
650,0
651,5
652,0
653,1
654,2
655,0
656,0
657,3
658,7
659,2
660,0
661,0
662,0
663,5
664,2
665,1
666,0
667,2
668,2
669,0
670,0
671,0
672,5
673,2
674,0
675,0
676,1
677,3
678,2
679,0
680,4
681,6
682,0
683,2
684,0
685,0
686,1
687,6
688,7
689,9
690,9
691,6
692,6
693,2
694,0
695,0
696,0
697,1
698,4
699,4
700,1
701,5
702,1
703,4
704,6
705,2
706,6
707,9
708,4
709,6
710,9
711,7
712,0
713,4
714,6
715,2
716,8
717,3
718,8
719,3
720,0
721,3
722,4
723,6
724,4
725,1
726,0
727,8
728,1
729,4
730,6
731,3
732,8
733,3
734,4
735,6
736,2
737,9
738,1
739,0
740,0
741,1
742,0
743,1
744,4
745,0
746,1
747,4
748,4
749,6
750,0
751,5
752,2
753,4
754,6
755,2
756,7
757,8
758,4
759,6
760,1
761,4
762,0
763,4
764,4
765,8
766,1
767,1
768,1
769,1
770,2
771,9
772,2
773,6
774,9
775,2
776,3
777,4
778,6
779,3
780,6
781,8
782,4
783,7
784,4
785,0
786,1
787,4
788,6
789,3
790,8
791,3
792,5
793,3
794,9
795,9
796,9
797,3
798,3
799,5
800,4
801,2
802,3
803,3
804,9
805,5
806,2
807,3
808,3
809,5
810,4
811,9
812,4
813,4
814,9
815,4
816,2
817,2
818,0
819,4
820,0
821,6
822,4
823,6
824,3
825,8
826,3
827,4
828,3
829,2
830,3
831,2
832,2
833,7
834,6
835,0
836,4
837,0
838,8
839,9
840,0
841,2
842,9
843,6
844,6
845,0
846,4
847,4
848,6
849,2
850,9
851,1
852,9
853,6
854,2
855,3
856,0
857,9
858,2
859,1
860,0
861,5
862,9
863,0
864,0
865,2
866,4
867,4
868,8
869,0
870,9
871,8
872,3
873,3
874,0
875,6
876,9
877,7
878,9
879,4
880,9
881,5
882,3
883,8
884,1
885,3
886,8
887,9
888,0
889,2
890,1
891,0
892,2
893,8
894,2
895,0
896,2
897,1
898,6
899,8
900,8
901,1
902,8
903,7
904,1
905,8
906,4
907,5
908,2
909,7
910,3
911,6
912,4
913,4
914,7
915,7
916,0
917,9
918,8
919,5
920,0
921,2
922,9
923,6
924,8
925,2
926,1
927,9
928,6
929,2
930,2
931,4
932,9
933,6
934,7
935,2
936,2
937,9
938,6
939,8
940,9
941,6
942,8
943,1
944,3
945,9
946,6
947,8
948,1
949,9
950,0
951,0
952,4
953,5
954,7
955,7
956,0
957,9
958,8
959,3
960,0
961,3
962,5
963,8
964,2
965,0
966,5
967,8
968,3
969,8
970,1
971,1
972,6
973,8
974,8
975,4
976,8
977,6
978,8
979,1
980,2
981,8
982,6
983,8
984,0
985,0
986,9
987,6
988,8
989,1
990,4
991,2
992,2
993,3
994,0
995,4
996,9
997,9
998,3
999,3
1000,6
1001,9
1002,8
1003,0
1004,4
1005,6
1006,8
1007,2
1008,8
1009,0
1010,5
1011,5
1012,5
1013,1
1014,0
1015,1
1016,8
1017,9
1018,1
1019,6
1020,1
1021,0
1022,3
1023,7
1024,5
1025,5
1026,9
1027,9
1028,9
1029,8
1030,0
1031,3
1032,7
1033,5
1034,5
1035,0
1036,3
1037,4
1038,5
1039,3
1040,0
1041,5
1042,4
1043,0
1044,1
1045,0
1046,9
1047,4
1048,5
1049,3
1050,0
1051,0
1052,4
1053,4
1054,6
1055,0
1056,5
1057,8
1058,5
1059,3
1060,0
1061,5
1062,4
1063,0
1064,2
1065,0
1066,5
1067,0
1068,9
1069,1
1070,3
1071,7
1072,3
1073,9
1074,7
1075,3
1076,7
1077,3
1078,1
1079,1
1080,3
1081,7
1082,8
1083,1
1084,6
1085,0
1086,0
1087,4
1088,0
1089,3
1090,7
1091,1
1092,3
1093,5
1094,3
1095,7
1096,9
1097,0
1098,2
1099,2
1100,4
1101,0
1102,0
1103,0
1104,0
1105,2
1106,7
1107,8
1108,7
1109,3
1110,7
1111,2
1112,0
1113,2
1114,7
1115,2
1116,2
1117,0
1118,4
1119,8
1120,0
1121,1
1122,4
1123,3
1124,9
1125,0
1126,0
1127,2
1128,5
1129,0
1130,8
1131,0
1132,8
1133,7
1134,5
1135,4
1136,5
1137,9
1138,7
1139,0
1140,3
1141,8
1142,9
1143,7
1144,3
1145,0
1146,2
1147,9
1148,4
1149,1
1150,1
1151,1
1152,9
1153,4
1154,1
1155,0
1156,7
1157,6
1158,9
1159,1
1160,6
1161,0
1162,6
1163,8
1164,0
1165,0
1166,9
1167,6
1168,8
1169,0
1170,0
1171,9
1172,6
1173,8
1174,1
1175,2
1176,7
1177,7
1178,1
1179,1
1180,3
1181,0
1182,5
1183,7
1184,1
1185,0
1186,5
1187,5
1188,7
1189,1
1190,0
1191,2
1192,9
1193,9
1194,7
1195,0
1196,9
1197,5
1198,8
1199,7
1200,0
1201,1
1202,7
1203,3
1204,1
1205,5
1206,9
1207,7
1208,4
1209,0
1210,0
1211,4
1212,4
1213,8
1214,8
1215,1
1216,2
1217,9
1218,6
1219,7
1220,1
1221,5
1222,9
1223,6
1224,7
1225,5
1226,4
1227,9
1228,6
1229,8
1230,1
1231,6
1232,6
1233,6
1234,4
1235,4
1236,1
1237,7
1238,3
1239,5
1240,7
1241,6
1242,7
1243,2
1244,3
1245,0
1246,8
1247,7
1248,1
1249,0
1250,4
1251,8
1252,2
1253,1
1254,2
1255,9
1256,1
1257,9
1258,4
1259,8
1260,7
1261,5
1262,3
1263,4
1264,9
1265,6
1266,4
1267,8
1268,1
1269,4
1270,1
1271,4
1272,8
1273,0
1274,8
1275,0
1276,4
1277,8
1278,4
1279,3
1280,3
1281,4
1282,8
1283,7
1284,6
1285,8
1286,4
1287,8
1288,2
1289,0
1290,7
1291,4
1292,7
1293,0
1294,0
1295,6
1296,4
1297,8
1298,2
1299,4
1300,0
1301,0
1302,5
1303,8
1304,5
1305,4
1306,2
1307,3
1308,0
1309,1
1310,4
1311,8
1312,6
1313,5
1314,5
1315,1
1316,4
1317,6
1318,2
1319,7
1320,4
1321,4
1322,2
1323,5
1324,4
1325,4
1326,4
1327,2
1328,0
1329,3
1330,4
1331,4
1332,1
1333,3
1334,2
1335,6
1336,4
1337,1
1338,9
1339,9
1340,2
1341,0
1342,8
1343,7
1344,4
1345,4
1346,4
1347,3
1348,2
1349,2
1350,1
1351,4
1352,4
1353,0
1354,4
1355,7
1356,4
1357,5
1358,5
1359,8
1360,4
1361,4
1362,4
1363,7
1364,1
1365,1
1366,4
1367,4
1368,2
1369,3
1370,0
1371,4
1372,4
1373,2
1374,5
1375,8
1376,6
1377,5
1378,5
1379,0
1380,9
1381,4
1382,2
1383,0
1384,9
1385,5
1386,4
1387,4
1388,0
1389,1
1390,5
1391,3
1392,5
1393,3
1394,8
1395,5
1396,4
1397,4
1398,0
1399,9
1400,5
1401,3
1402,4
1403,0
1404,2
1405,0
1406,3
1407,0
1408,5
1409,4
1410,1
1411,4
1412,1
1413,0
1414,3
1415,0
1416,4
1417,8
1418,4
1419,1
1420,9
1421,6
1422,7
1423,2
1424,0
1425,3
1426,3
1427,0
1428,6
1429,8
1430,5
1431,5
1432,8
1433,0
1434,2
1435,3
1436,3
1437,3
1438,3
1439,9
1440,1
1441,4
1442,1
1443,3
1444,0
1445,3
1446,5
1447,1
1448,2
1449,2
1450,5
1451,0
1452,3
1453,6
1454,9
1455,0
1456,0
1457,0
1458,5
1459,5
1460,0
1461,3
1462,4
1463,0
1464,6
1465,4
1466,1
1467,3
1468,3
1469,8
1470,4
1471,1
1472,1
1473,2
1474,6
1475,4
1476,1
1477,4
1478,1
1479,6
1480,6
1481,1
1482,0
1483,2
1484,6
1485,4
1486,1
1487,1
1488,1
1489,5
1490,6
1491,2
1492,1
1493,5
1494,6
1495,6
1496,0
1497,4
1498,3
1499,6
1500,7
1501,0
1502,3
1503,9
1504,8
1505,4
1506,1
1507,2
1508,1
1509,8
1510,2
1511,6
1512,0
1513,1
1514,4
1515,9
1516,6
1517,8
1518,5
1519,7
1520,1
1521,4
1522,6
1523,3
1524,7
1525,1
1526,0
1527,3
1528,7
1529,2
1530,1
1531,4
1532,4
1533,9
1534,7
1535,1
1536,1
1537,0
1538,5
1539,7
1540,1
1541,1
1542,1
1543,2
1544,4
1545,4
1546,8
1547,1
1548,1
1549,0
1550,2
1551,8
1552,6
1553,0
1554,0
1555,2
1556,8
1557,8
1558,7
1559,0
1560,3
1561,3
1562,0
1563,1
1564,0
1565,3
1566,3
1567,0
1568,1
1569,0
1570,2
1571,9
1572,0
1573,6
1574,0
1575,2
1576,8
1577,4
1578,0
1579,0
1580,2
1581,9
1582,0
1583,1
1584,2
1585,9
1586,4
1587,0
1588,5
1589,2
1590,9
1591,0
1592,6
1593,7
1594,2
1595,9
1596,8
1597,0
1598,1
1599,2
1600,9
1601,5
1602,5
1603,0
1604,2
1605,9
1606,9
1607,0
1608,5
1609,5
1610,5
1611,1
1612,0
1613,1
1614,2
1615,9
1616,3
1617,0
1618,1
1619,0
1620,0
1621,3
1622,2
1623,4
1624,7
1625,0
1626,1
1627,2
1628,4
1629,2
1630,2
1631,1
1632,0
1633,6
1634,4
1635,1
1636,1
1637,6
1638,1
1639,1
1640,7
1641,6
1642,0
1643,5
1644,7
1645,1
1646,8
1647,8
1648,6
1649,0
1650,0
1651,1
1652,5
1653,9
1654,7
1655,0
1656,1
1657,0
1658,9
1659,9
1660,1
1661,1
1662,5
1663,7
1664,5
1665,5
1666,7
1667,2
1668,1
1669,2
1670,5
1671,7
1672,0
1673,6
1674,8
1675,8
1676,3
1677,2
1678,7
1679,4
1680,9
1681,9
1682,5
1683,1
1684,6
1685,9
1686,9
1687,5
1688,0
1689,5
1690,7
1691,2
1692,0
1693,0
1694,9
1695,5
1696,3
1697,6
1698,2
1699,7
1700,2
1701,2
1702,0
1703,3
1704,2
1705,4
1706,2
1707,3
1708,7
1709,2
1710,3
1711,5
1712,5
1713,7
1714,2
1715,7
1716,1
1717,2
1718,7
1719,2
1720,3
1721,1
1722,5
1723,5
1724,9
1725,5
1726,0
1727,5
1728,3
1729,8
1730,8
1731,0
1732,3
1733,1
1734,9
1735,1
1736,3
1737,7
1738,1
1739,9
1740,1
1741,4
1742,1
1743,1
1744,9
1745,1
1746,2
1747,9
1748,1
1749,9
1750,2
1751,5
1752,3
1753,1
1754,9
1755,1
1756,7
1757,0
1758,1
1759,4
1760,1
1761,0
1762,1
1763,1
1764,9
1765,1
1766,5
1767,4
1768,8
1769,5
1770,7
1771,2
1772,6
1773,8
1774,0
1775,3
1776,2
1777,2
1778,6
1779,4
1780,1
1781,4
1782,1
1783,8
1784,6
1785,6
1786,3
1787,5
1788,9
1789,7
1790,2
1791,0
1792,2
1793,9
1794,9
1795,2
1796,9
1797,9
1798,7
1799,2
1800,2
1801,5
1802,1
1803,0
1804,0
1805,4
1806,6
1807,7
1808,0
1809,1
1810,3
1811,0
1812,8
1813,4
1814,4
1815,4
1816,4
1817,0
1818,9
1819,1
1820,0
1821,1
1822,0
1823,6
1824,1
1825,5
1826,4
1827,0
1828,6
1829,1
1830,0
1831,5
1832,6
1833,3
1834,1
1835,1
1836,0
1837,6
1838,4
1839,1
1840,1
1841,1
1842,0
1843,3
1844,0
1845,4
1846,7
1847,5
1848,2
1849,6
1850,2
1851,0
1852,0
1853,9
1854,9
1855,7
1856,9
1857,9
1858,6
1859,6
1860,8
1861,9
1862,1
1863,2
1864,0
1865,8
1866,6
1867,7
1868,0
1869,8
1870,5
1871,5
1872,9
1873,1
1874,3
1875,1
1876,4
1877,2
1878,7
1879,9
1880,5
1881,5
1882,4
1883,6
1884,0
1885,6
1886,0
1887,1
1888,8
1889,7
1890,3
1891,0
1892,1
1893,5
1894,7
1895,1
1896,1
1897,2
1898,9
1899,9
1900,5
1901,0
1902,8
1903,9
1904,9
1905,7
1906,0
1907,9
1908,8
1909,4
1910,0
1911,1
1912,0
1913,9
1914,7
1915,0
1916,7
1917,5
1918,9
1919,7
1920,3
1921,3
1922,1
1923,9
1924,7
1925,2
1926,0
1927,1
1928,5
1929,5
1930,1
1931,9
1932,0
1933,5
1934,5
1935,1
1936,0
1937,7
1938,5
1939,5
1940,1
1941,8
1942,2
1943,5
1944,5
1945,1
1946,8
1947,2
1948,8
1949,1
1950,4
1951,3
1952,8
1953,8
1954,0
1955,9
1956,0
1957,9
1958,6
1959,3
1960,1
1961,7
1962,8
1963,7
1964,5
1965,5
1966,4
1967,6
1968,5
1969,5
1970,4
1971,6
1972,0
1973,5
1974,5
1975,4
1976,6
1977,0
1978,3
1979,5
1980,4
1981,6
1982,0
1983,5
1984,5
1985,1
1986,8
1987,2
1988,5
1989,5
1990,1
1991,0
1992,8
1993,5
1994,0
1995,3
1996,0
1997,6
1998,7
1999,5
2000,2
2001,0
2002,4
2003,3
2004,9
2005,4
2006,0
2007,1
